date,open,high,low,close,volume,return,volatility,log_return,upper_band,middle_band,lower_band,RSI,MACD,MACD_signal,MACD_hist,ADX,ATR,OBV,EMA_14,EMA_50,EMA_200,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,WMA_10,WMA_20,WMA_50,DEMA_10,DEMA_20,DEMA_50,TEMA_10,TEMA_20,TEMA_50,SMA_5_cross_SMA_20,SMA_10_cross_SMA_50,EMA_14_cross_EMA_50,EMA_50_cross_EMA_200,WMA_10_cross_WMA_50,DEMA_10_cross_DEMA_50,TEMA_10_cross_TEMA_50
2023-02-15,410.35,414.06,409.47,413.98,61555700.0,0.003247382706475399,,0.0032421213466098373,,,,,,,,,,92999500.0,,,,410.9159999999999,411.93799999999993,,,,,411.6363636363636,,,,,,,,,0,0,0,0,0,0,0
2023-02-16,408.79,412.91,408.14,408.28,76431500.0,-0.013768781100536365,,-0.013864449944346924,,,,,,,,,,16568000.0,,,,411.1539999999999,411.0879999999999,,,,,410.9712727272727,,,,,,,,,0,0,0,0,0,0,0
2023-02-17,406.06,407.51,404.05,407.26,89257800.0,-0.0024982854903496943,,-0.0025014114129287036,,,,,,,,,,-72689800.0,,,,410.99799999999993,410.5789999999999,,,,,410.27527272727264,,,,,,,,,0,0,0,0,0,0,0
2023-02-21,403.06,404.16,398.82,399.09,82655900.0,-0.020060894760104198,,-0.020264846758444924,,,,,,,,,,-155345700.0,410.34357142857147,,,408.24999999999994,409.50499999999994,,,,,408.1863636363636,,,,,,,,,0,0,0,0,0,0,0
2023-02-22,399.52,401.13,397.02,398.54,83742300.0,-0.0013781352577111328,,-0.0013790857594857767,,,,37.51527494908352,,,,,5.906428571428576,-239088000.0,408.76976190476194,,,405.42999999999995,407.8399999999999,,,,,406.19272727272727,,,,,,,,,0,0,0,0,0,0,0
2023-02-23,401.56,402.2,396.25,400.66,96242400.0,0.005319415867917954,,0.0053053177490683745,,,,40.29162549776942,,,,,5.909540816326533,-142845600.0,407.68846031746034,,,402.76599999999996,406.8409999999999,,,,,404.88727272727266,,,,,,,,,0,0,0,0,0,0,0
2023-02-24,395.42,397.25,393.64,396.38,108194400.0,-0.010682374082763513,,-0.010739840257304857,,,,36.74219910066767,,,,,5.98885932944607,-251040000.0,406.18066560846563,,,400.38599999999997,405.76999999999987,,,,,402.9852727272726,,,,,,,,,0,0,0,0,0,0,0
2023-02-27,399.87,401.29,396.75,397.73,80444700.0,0.003405822695393468,,0.0034000360164898186,,,,38.58012088930331,,,,,5.911797948771352,-170595300.0,405.05391019400355,,,398.47999999999996,404.7389999999999,,,,,401.52345454545446,,,,,,,,,0,0,0,0,0,0,0
2023-02-28,397.23,399.28,396.15,396.26,96438600.0,-0.0036959746561738838,,-0.003702821646578554,,,,37.308977529410846,,,,,5.713098095287684,-267033900.0,403.8813888348031,,,397.914,403.0819999999999,,,,,399.981818181818,,,395.7427293712073,,,,,,0,0,0,0,0,0,0
2023-03-01,395.41,396.69,393.38,394.74,99706800.0,-0.0038358653409377164,,-0.0038432411401512784,420.436143633022,406.456,392.475856366978,35.98857444664469,,,,,5.541448231338563,-366740700.0,402.66253699016266,,,397.154,401.2919999999999,406.456,,,,398.4650909090908,403.14847619047623,,394.53799251241225,,,,,,0,0,0,0,0,0,0
2023-03-02,392.68,398.69,392.33,397.81,85127800.0,0.0077772711151644636,0.009392496114905276,0.007747184038381961,420.122002471092,405.8065,391.49099752890805,40.56390935884119,,,,,5.599916214814381,-281612900.0,402.015532058141,,,396.58399999999995,399.6749999999999,405.8065,,,,397.8319999999998,402.32504761904767,,394.753069738759,,,,,,0,0,0,0,0,0,0
2023-03-03,399.71,404.45,399.03,404.19,90120000.0,0.016037806993288273,0.009531077344774559,0.015910560071522653,418.5854899970114,405.177,391.76851000298865,48.760565318701055,,,,,5.67420791375621,-191492900.0,402.30546111705553,,,398.146,399.26599999999996,405.177,,,,398.65290909090896,402.1710952380953,,397.10719351048664,,,,,,0,0,0,0,0,0,0
2023-03-06,405.05,407.45,404.01,404.47,72795900.0,0.0006927435117147773,0.009292903871914072,0.0006925036756851097,417.78208627557734,404.783,391.7839137244227,49.092376737746115,,,,,5.514621634202195,-118697000.0,402.59406630144815,,,399.494,398.98699999999997,404.783,,,,399.59909090909076,402.10376190476194,,399.00979889451963,,,,,,0,0,0,0,0,0,0
2023-03-07,404.42,404.67,397.63,398.27,108310600.0,-0.015328701757856056,0.009779562635261398,-0.015447400871124195,417.28281709612963,404.20500000000004,391.12718290387045,42.525553651273626,,,,,5.623577231759183,-227007600.0,402.0175241279217,,,399.896,398.905,404.20500000000004,,,,399.46872727272716,401.4834761904762,,398.41435956004517,,,,,,0,0,0,0,0,0,0
2023-03-08,398.39,399.71,396.59,398.92,74746600.0,0.0016320586536773263,0.009206788742542544,0.0016307282932402868,415.63218507069075,403.39150000000006,391.1508149293094,43.38064502634594,,,,,5.444750286633528,-152261000.0,401.6045209108655,,,400.732,398.943,403.39150000000006,,,,399.4714545454545,400.9801428571428,,398.22586349118063,,,,,,0,0,0,0,0,0,0
2023-03-09,399.74,401.48,390.53,391.56,111945300.0,-0.018449814499147732,0.009730939029709697,-0.01862213514043767,415.229568311321,402.43700000000007,389.64443168867916,36.719048964757306,,,,,5.837982409016851,-264206300.0,400.26525145608343,,,399.482,398.033,402.43700000000007,,,,398.1290909090908,399.85333333333324,,395.6895689825629,,,,,,0,0,0,0,0,0,0
2023-03-10,390.99,393.16,384.32,385.91,189253000.0,-0.01442946164061698,0.010009627464110124,-0.014534578736324003,415.85080705322486,401.37800000000004,386.90519294677523,32.58263657038093,,,,,6.052412236944221,-453459300.0,398.35121792860565,,,395.826,396.986,401.37800000000004,,,,395.92490909090895,398.2793333333332,,391.98743566745304,,,,,,0,0,0,0,0,0,0
2023-03-13,381.81,390.39,380.65,385.36,157790000.0,-0.0014252027674847012,0.009946809922380846,-0.0014262193349402262,415.9525052121408,400.244,384.53549478785925,32.20234315560843,,,,13.596285266256283,6.315811362876778,-611249300.0,396.6190555381249,,,392.004,395.74899999999997,400.244,,,,393.8110909090907,396.7538095238094,,389.12642293031496,,,387.51434705663917,,,0,0,0,0,0,0,0
2023-03-14,390.5,393.45,387.05,391.73,149752400.0,0.016529997924019213,0.010364505596975195,0.016394864643464138,414.19303932279644,399.189,384.1849606772036,40.817917773592946,,,,14.45301449138365,6.442539122671292,-461496900.0,395.9671814663749,,,390.696,395.29599999999994,399.189,,,,393.0803636363634,395.94295238095225,,389.1924748027989,,,388.3348718511009,,,0,0,0,0,0,0,0
2023-03-15,385.89,389.49,383.71,389.28,172996900.0,-0.006254307814055671,0.010383432360976394,-0.006273947930216966,412.272879735663,398.021,383.769120264337,38.77686785858014,,,,15.633759116498245,6.555214899623345,-634493800.0,395.0755572708582,,,388.768,394.7499999999999,398.021,,,,391.98654545454514,394.999238095238,,388.5106591206502,,,387.94886413823355,,,0,0,0,0,0,0,0
2023-03-16,386.82,396.47,386.29,396.11,143254200.0,0.017545211672832073,0.01127946250735405,0.017393071423942103,409.3633144395861,397.1275,384.8916855604139,46.768104843669434,,,,15.418094029810133,6.814128121078821,-491239600.0,395.21348296807713,,,389.678,394.5799999999999,397.1275,,,,392.23381818181787,394.817238095238,,390.3375210484465,,,390.9274122358426,,,0,0,0,0,0,0,0
2023-03-17,393.22,394.4,388.55,389.99,140553400.0,-0.015450253717401718,0.011376524319500498,-0.01557085268984003,407.68832326341317,396.213,384.7376767365869,41.53640549387563,,,,15.217833592171171,6.867404683858906,-631793000.0,394.51701857233354,,,390.49399999999997,393.15999999999997,396.213,,,,391.39927272727243,394.1374761904761,,389.72814693239457,,,390.2583948252833,,,0,0,0,0,0,0,0
2023-03-20,390.8,394.17,390.07,393.74,93055800.0,0.009615631170029948,0.011679781469930433,0.009569695222626741,405.86516750445475,395.537,385.2088324955452,45.5553563476648,,,,15.03187747150642,6.6754472064404125,-538737200.0,394.4134160960224,,,392.16999999999996,392.0869999999999,395.537,,,,391.504727272727,393.90195238095225,,390.56854452636327,,,391.57901197938816,,,0,0,0,0,0,0,0
2023-03-21,397.24,399.41,395.58,398.91,91524200.0,0.013130492202976685,0.011272864202458564,0.01304503454478312,405.84407405944654,395.52799999999996,385.2119259405534,50.597551123076435,-4.709419369796024,-6.370405640615584,1.66098627081956,13.9919287025199,6.603629548837526,-447213000.0,395.01296061655273,,,393.60599999999994,392.1509999999999,395.52799999999996,,,,392.74527272727244,394.2231904761903,,392.9450571462476,,,394.8563383084956,,,0,0,0,0,0,0,0
2023-03-22,398.73,402.49,392.07,392.11,111746600.0,-0.017046451580557065,0.011903260093673993,-0.017193414865615837,405.5278395932924,395.20649999999995,384.8851604067075,44.729886206315456,-4.527840472031414,-6.00189260689875,1.4740521348673354,13.513841366143497,6.876227438206276,-558959600.0,394.6258992010124,,,394.1719999999999,391.4699999999999,395.20649999999995,,,,392.73781818181783,393.8976666666665,,392.48520006877357,,,393.98075737083593,,,0,0,0,0,0,0,0
2023-03-23,395.09,399.29,390.35,393.17,119351300.0,0.002703323047104078,0.01184734676807541,0.0026996756412876735,404.8744291881932,394.832,384.7895708118068,45.785327975959866,-4.249420076665672,-5.651398100852134,1.4019780241864623,13.329581067223142,7.023639764048684,-439608300.0,394.43177930754405,,,393.58399999999995,391.6309999999999,394.832,,,,393.04690909090874,393.70371428571406,,392.5153717749679,,,393.8580328812065,,,0,0,0,0,0,0,0
2023-03-24,391.84,395.84,389.4,395.75,107682400.0,0.006562046951700262,0.011722981994879485,0.0065406104487253924,404.8272491740842,394.80049999999994,384.77375082591567,48.36965500580607,-3.777046033838758,-5.276527687449459,1.499481653610701,13.303501483243936,6.9819512094737775,-331925900.0,394.6075420665382,,,394.73599999999993,392.6149999999999,394.80049999999994,,,,393.79581818181776,393.79114285714263,,393.41010252787584,,,394.93407933700263,,,0,0,0,0,0,0,0
2023-03-27,398.12,398.92,395.56,396.49,74010400.0,0.0018698673404926591,0.011704414560596297,0.0018681213147759624,404.7071915390172,394.73849999999993,384.7698084609827,49.1188319522411,-3.304877811865083,-4.882197712332584,1.5773199004675007,12.684431524978821,6.72324040879708,-257915500.0,394.85853645766645,,,395.28599999999994,393.7279999999999,394.73849999999993,,,,394.50036363636326,393.9520476190474,,394.33103460121504,,,395.9704638811888,,,1,0,0,0,0,0,0
2023-03-28,395.77,396.49,393.69,395.6,62871700.0,-0.0022446972180887315,0.011685371607618488,-0.0022472203273405217,404.6581830051069,394.7054999999999,384.75281699489295,48.21271565297261,-2.9682801700125765,-4.499414203868582,1.5311340338560058,12.422823087670151,6.443008951025861,-320787200.0,394.95739826331095,,,394.6239999999999,394.1149999999999,394.7054999999999,,,,394.84072727272684,394.034095238095,,394.72468220068293,392.15810787921873,,396.2251821205372,,,0,0,0,0,0,0,0
2023-03-29,399.93,401.6,398.68,401.35,77497900.0,0.014534883720930258,0.012084704662079315,0.014430264829028837,405.40174242396597,395.03599999999994,384.6702575760339,54.10355863068928,-2.212048055512639,-4.041940974197393,1.8298929186847541,11.81928353727518,6.411365454524014,-243289300.0,395.80974516153617,,,396.47199999999987,395.3219999999999,395.03599999999994,,,,396.1561818181814,394.6669047619045,,396.9179609341885,393.4800404810143,,398.9514679714896,,,1,0,0,0,0,0,0
2023-03-30,404.09,404.35,401.76,403.7,69840000.0,0.005855238569826726,0.012034675643570417,0.005838163281309164,406.3111948322991,395.3304999999999,384.3498051677007,56.291832183885745,-1.406885594801679,-3.5149298983182504,2.1080443035165715,11.702072729275924,6.167696493486585,-173449300.0,396.861779139998,,,398.57799999999986,396.08099999999985,395.3304999999999,,,,397.67945454545406,395.49204761904736,,399.3095620389587,395.05985342279246,,401.77160197148515,,,1,0,0,0,0,0,0
2023-03-31,404.66,409.7,404.55,409.39,112062600.0,0.014094624721327609,0.011912439431555543,0.013996219080722017,407.596374353826,395.59049999999996,383.58462564617395,61.12490312685418,-0.30612428689647686,-2.8731687760338955,2.5670444891374187,12.35825100518024,6.155718172523258,-61386700.0,398.5322085879983,,,401.30599999999987,398.02099999999984,395.59049999999996,,,,400.09927272727225,396.83104761904735,,402.9366813887979,397.4636472057647,,406.12440835381085,,,1,0,0,0,0,0,0
2023-04-03,408.85,411.37,408.44,410.95,67391100.0,0.003810547399790032,0.011932628164345706,0.003803305654891863,409.1483527647841,395.9145,382.6806472352159,62.353973437045354,0.6842285815408786,-2.1616893045189407,2.8459178860598193,13.18533455642174,5.925309731628739,6004400.0,400.1879141095985,,,404.19799999999987,399.74199999999985,395.9145,,,,402.4499999999995,398.29385714285684,,406.0937883456722,399.82254735730646,,409.5848761632878,,,1,0,0,0,0,0,0
2023-04-04,411.62,411.92,407.24,408.67,66601500.0,-0.00554812020927109,0.01142370068538229,-0.005563568192875277,410.7692179602512,396.43449999999996,382.09978203974873,59.39818497135156,1.2704682524642408,-1.4752577931223043,2.745726045586545,13.696975821731204,5.836359036512401,-60597100.0,401.3188588949854,,,406.8119999999999,400.71799999999985,396.43449999999996,,,,404.0732727272722,399.5086666666663,,407.6140404954584,401.44085294750454,,410.66237771069706,,,1,0,0,0,0,0,0
2023-04-05,407.91,408.7,405.88,407.6,65200200.0,-0.002618249443316123,0.011457695959406631,-0.002621683053063882,411.98236287485867,396.8684999999999,381.7546371251412,58.00844342035633,1.629938441906063,-0.8542185461166308,2.484156988022694,13.87860824838842,5.620904819618658,-125797300.0,402.156344375654,,,408.0619999999999,402.2669999999998,396.8684999999999,,,,405.3245454545449,400.5720476190472,,408.3129186950522,402.6370545490272,,410.6773911993287,,,1,0,0,0,0,0,0
2023-04-06,406.77,409.48,405.68,409.19,63743300.0,0.003900883218841855,0.010496149517978956,0.003893294502626768,413.5629225635332,397.7499999999999,381.93707743646655,59.52394729379344,2.019837439993978,-0.279407348894509,2.299244788888487,14.17081309330236,5.490840189645897,-62054000.0,403.0941651255668,,,409.1599999999999,403.8689999999998,397.7499999999999,,,,406.5832727272722,401.7455238095234,,409.28281505362145,403.94970887998767,,411.20050800191666,,,1,0,0,0,0,0,0
2023-04-10,406.61,409.69,405.97,409.61,63681000.0,0.0010264180454067073,0.009745045259968442,0.001025891638582921,414.5723405667446,398.9349999999999,383.2976594332552,59.93528074579114,2.3358000460173685,0.24363413008786647,2.092165915929502,14.477018744032366,5.364351604671187,1627000.0,403.96294310882456,,,409.2039999999999,405.2549999999998,398.9349999999999,,,,407.62709090909027,402.87504761904717,,410.06785922576717,405.14796143771275,,411.55363359696,,,1,0,0,0,0,0,0
2023-04-11,410.26,411.18,408.92,409.72,59297900.0,0.00026854813114907117,0.009711596310745602,0.00026851207855412625,415.15298146666146,400.1529999999999,385.15301853333835,60.04979064046938,2.565505221152307,0.7080083483007547,1.8574968728515524,15.01470723911036,5.142612204337531,60924900.0,404.7305506943146,,,408.9579999999999,406.57799999999986,400.1529999999999,,,,408.4389090909085,403.90219047619,,410.61461245750877,406.1892705705652,,411.6675892234833,,,1,0,0,0,0,0,0
2023-04-12,411.87,412.17,407.44,408.05,86420400.0,-0.004075954310260754,0.009297636213848314,-0.004084283653082067,415.8222540542537,400.96899999999994,386.1157459457462,57.36897781519394,2.5830177632533946,1.0830102312912826,1.500007531962112,15.126525965093961,5.113139904027709,-25495500.0,405.1731439350727,,,408.8339999999999,407.8229999999999,400.96899999999994,,,,408.7065454545448,404.65428571428527,,410.39898073801317,406.7707569984052,,410.8334197759899,,,1,0,0,0,0,0,0
2023-04-13,409.18,413.84,407.99,413.47,85814800.0,0.01328268594534987,0.009401214504553524,0.013195244525946406,416.96687553621985,402.17849999999993,387.39012446378,63.12307501181391,2.9996669883952336,1.4663415827120727,1.533325405683161,15.535786993279087,5.165772768025727,60319300.0,406.27939141039633,402.4038,,410.0079999999998,409.03499999999997,402.17849999999993,402.4038,,,409.73327272727204,405.84485714285665,401.3372235294118,411.968715512962,408.2415814257446,,412.597126450768,,,1,1,1,0,1,0,0
2023-04-14,412.81,415.09,410.06,412.46,78161500.0,-0.002442740706701918,0.008825173522497313,-0.002445729065297396,418.15513374833785,402.996,387.8368662516621,61.458362652268136,3.2113475267440776,1.8153427715184738,1.3960047552256039,16.140127340675196,5.156074713166745,-17842200.0,407.10347255567683,402.7981607843137,,410.6619999999998,409.91099999999994,402.996,402.43699999999995,,,410.35599999999926,406.82404761904706,401.7315843137255,412.7352746428711,409.30979297351445,,413.19937911146303,,,1,1,1,0,1,0,0
2023-04-17,412.37,413.96,411.09,413.94,66436400.0,0.0035882267371381005,0.007804650052486541,0.0035818044101713262,418.828606115094,404.1935,389.55839388490597,62.99828198349267,3.4586602274249003,2.144006262699759,1.3146539647251414,16.701300520400153,4.992783662226263,48594200.0,408.01500954825326,403.2350956555171,,411.5279999999998,410.366,404.1935,402.38019999999995,,,411.0885454545447,407.8663333333328,402.1826823529412,413.7285820061038,410.4812786806593,,414.1467434792964,,,1,1,1,0,1,0,0
2023-04-18,415.58,415.72,412.78,414.21,63560000.0,0.0006522684447021199,0.007661614385682993,0.0006520558100983468,419.6463812757179,405.217,390.7876187242821,63.28647313950315,3.634547269526081,2.4421144640650234,1.1924328054610576,17.552740905517208,4.8461562577815345,112154200.0,408.84100827515283,403.6654840611831,,412.42599999999976,410.692,405.217,402.4174,,,411.7874545454538,408.82028571428515,402.6465960784314,414.48976852178504,411.5206011875904,,414.78103363225443,,,1,1,1,0,1,0,0
2023-04-19,412.22,415.08,412.16,414.14,55227300.0,-0.00016899640279088857,0.007263146933695962,-0.00016901068429200423,420.6023110969767,405.9785,391.3546889030233,63.1491495252686,3.7253471199526302,2.698760995242545,1.0265861247100854,18.136060119753456,4.708573667939993,56926900.0,409.5475405051325,404.0762493921171,,413.6439999999998,411.23900000000003,405.9785,402.50359999999995,,,412.41436363636285,409.67009523809463,403.10630588235296,414.9669340894135,412.3830796915627,,415.0548902544498,,,1,1,1,0,1,0,0
2023-04-20,411.21,413.7,410.27,411.88,75840400.0,-0.005457091804703662,0.00602953620194289,-0.005472036123328575,420.32536082758725,406.967,393.6086391724127,58.719097885604754,3.573747605387098,2.8737583172714554,0.6999892881156424,18.058392843903615,4.648675548801423,-18913500.0,409.85853510444815,404.38227882772037,,413.32599999999974,411.66700000000003,406.967,402.43739999999997,,,412.5309090909083,410.2321428571422,403.4740078431373,414.51191487139903,412.6950579708547,,414.1053490298107,,,1,1,1,0,1,0,0
2023-04-21,412.19,412.68,410.17,412.2,73457400.0,0.0007769253180538449,0.006041151240468945,0.0007766236678086255,419.844514044933,407.9185,395.99248595506697,59.156011572450794,3.439773654027931,2.9869613846227505,0.4528122694051806,17.953546677755593,4.4959130096013205,54543900.0,410.17073042385505,404.68885612859407,,413.2739999999997,411.968,407.9185,402.4684,,,412.62781818181736,410.7305238095232,403.85685490196084,414.22609490326045,413.0010986215145,,413.52506923227725,,,1,1,1,0,1,0,0
2023-04-24,411.99,413.07,410.6,412.63,64332100.0,0.0010431829209121002,0.005965808181942109,0.0010426391837209052,419.4492036545429,408.7625,398.0757963454571,59.77214742499067,3.329910602062398,3.05555122811068,0.27435937395171806,17.952553845785214,4.351204937486939,118876000.0,410.4986330340077,405.00027353531584,,413.0119999999997,412.27,408.7625,402.57919999999996,,,412.74818181818097,411.17923809523745,404.2553490196079,414.1099312914235,413.322360028322,,413.26728641672383,,,1,1,1,0,1,0,0
2023-04-25,410.58,411.16,406.02,406.08,97766700.0,-0.015873785231321103,0.007195583504548047,-0.016001123114056864,418.43994890178624,409.242,400.0440510982138,47.915062660524924,2.6833807396727707,2.9811171304230983,-0.29773639075032765,16.819427704432698,4.512547441952159,21109300.0,409.9094819628067,405.0426157496172,,411.3859999999997,411.90599999999995,409.242,402.54,,,411.6227272727264,410.9237619047613,404.39263529411767,411.81795626890715,412.39085419554254,,410.08525477707894,412.6568931499235,,1,1,1,0,1,0,0
2023-04-26,406.72,407.84,403.78,404.36,80447000.0,-0.0042356185973206895,0.007259528880359328,-0.00424461424016596,416.84804296861296,409.68,402.51195703138706,45.369882382596955,2.009052434499438,2.7867041912383663,-0.7776517567389285,16.341426508046634,4.480222624669862,-59337700.0,409.16955103443246,405.0158465045342,,409.4299999999997,411.5369999999999,409.68,402.37059999999997,,,410.25072727272635,410.45880952380895,404.46400784313727,409.525379393705,411.25906956421477,,407.16855464699,410.84271723111044,,0,1,1,0,1,0,0
2023-04-27,407.0,412.69,406.74,412.41,92968400.0,0.019908002769809086,0.007856922519784164,0.0197124298655815,416.37876309338,410.233,404.08723690662003,56.90716795382414,2.1000025950103804,2.6493638719927692,-0.5493612769823888,15.714727146153765,4.755206722907728,33630700.0,409.60161089650813,405.30581330827795,,409.5359999999997,411.43099999999987,410.233,402.366,,,410.40945454545357,410.7188095238089,404.85770980392164,410.48107985266216,411.7303382032936,,408.90348145032056,411.4183681682666,,0,1,1,0,1,0,0
2023-04-28,411.49,415.94,411.43,415.93,89335600.0,0.008535195557818565,0.00795928203222891,0.008498976720200236,416.695125522113,410.8445,404.99387447788695,60.805085880968605,2.428125910567246,2.605116279707665,-0.17699036914041866,15.818805495509125,4.7376919569857465,122966300.0,410.44539611030706,405.7224480805023,,410.2819999999997,411.7779999999999,410.8445,402.405,,,411.2274545454535,411.2613809523803,405.3896313725491,412.34824859452067,412.7608294184735,,411.7087137936011,412.780396585023,,0,1,1,0,1,0,0
2023-05-01,415.47,417.62,415.27,415.51,62122300.0,-0.0010097853004111812,0.007400660828920176,-0.0010102954770624826,417.29749430617744,411.1504999999999,405.0035056938224,60.10646724378426,2.6240273582477585,2.6088984954156835,0.01512886283207493,16.238951149766027,4.567142531486766,60844000.0,411.12067662893276,406.1062736459728,,410.8579999999996,411.93499999999983,411.1504999999999,402.5496,,,411.905999999999,411.70571428571367,405.90355294117654,413.5777335012352,413.556938286968,,413.4057989366219,413.7606477912777,,0,1,1,0,1,0,0
2023-05-02,414.77,414.82,407.82,410.84,103998500.0,-0.011239200019253492,0.00782782040146958,-0.011302837096972707,417.2928988280827,411.14499999999987,404.99710117191705,52.837175071778375,2.375072340239683,2.5621332643804835,-0.18706092414080056,15.328927772429063,4.790203779237712,-43154500.0,411.0832530784084,406.2919099735817,,411.80999999999966,411.59799999999984,411.14499999999987,402.62120000000004,,,411.706909090908,411.67614285714217,406.22866666666675,412.92085204205273,413.379177625695,,412.40184157245045,413.3216597842901,,1,1,1,0,1,0,0
2023-05-03,411.36,413.87,407.77,408.02,91531800.0,-0.006863985979943532,0.00788238516763267,-0.006887651487020474,417.318983303787,411.1124999999999,404.9060166962128,48.98463052324617,1.9279984960425622,2.435306310712899,-0.5073078146703369,14.494206420300236,4.883760652149306,-134686300.0,410.6748193346206,406.35967820991186,,412.54199999999963,410.9859999999999,411.1124999999999,402.7998,,,411.0563636363626,411.3785238095231,406.4403843137256,411.48010157625123,412.6990680809731,,410.42634726907636,412.2014025977045,,1,1,1,0,1,0,0
2023-05-04,406.93,407.27,403.74,405.13,94901900.0,-0.007082986128130964,0.008020949040480771,-0.007108189555238636,417.5578626108535,410.98899999999986,404.42013738914625,45.336351362071106,1.3252141623149782,2.213287881033315,-0.8880737187183367,14.509343092858824,4.840634891281496,-229588200.0,409.9355100900045,406.31145553501335,,411.0859999999996,410.31099999999986,410.98899999999986,402.93160000000006,,,409.99163636363534,410.8087619047612,406.53176470588244,409.44587683216093,411.57563085201963,,407.79900933862496,410.51149247648897,,1,1,1,0,1,0,0
2023-05-05,408.91,413.72,408.64,412.63,87844000.0,0.01851257621010549,0.00902391485947027,0.018343304384735255,417.71255828793744,411.1609999999999,404.60944171206233,54.75425196514174,1.4361356767755638,2.0578574401817646,-0.6217217634062009,13.776087860446152,5.108446684761391,-141744200.0,410.29477541133724,406.5592415924638,,410.4259999999996,410.3539999999999,411.1609999999999,403.17100000000005,,,410.41327272727165,410.96504761904697,406.91209411764714,410.42078830654145,411.95807220562443,,409.47502611973164,411.0592734653229,,0,1,1,0,1,0,0
2023-05-08,412.97,413.24,411.28,412.74,50046800.0,0.0002665826527397108,0.009022991679255934,0.00026654712589809285,417.86291633512104,411.31749999999994,404.77208366487883,54.87704370043986,1.515448707458006,1.949375693637013,-0.43392698617900693,13.095208001777241,4.883557635849867,-91697400.0,410.62080535649227,406.8016242751123,,409.87199999999956,410.3649999999999,411.31749999999994,403.49820000000005,,,410.84709090908984,411.1154285714279,407.2873490196079,411.18281042388566,412.297185674624,,410.6921303757893,411.52615960724415,,0,1,1,0,1,0,0
2023-05-09,411.13,412.09,410.69,410.93,49220100.0,-0.004385327324708088,0.00908686466798308,-0.004394971076914709,417.88549291204674,411.3779999999999,404.870507087953,52.35905522113019,1.4159310111841137,1.8426867571464332,-0.42675574596231947,12.334712134482588,4.681160661860592,-140917500.0,410.66203130895997,406.9635213623628,,409.8899999999996,410.8499999999999,411.3779999999999,403.76220000000006,,,410.9498181818171,411.07852380952323,407.5787921568628,411.14605463718596,412.2504537463028,,410.70530648198246,411.42710123331113,,0,1,1,0,1,0,0
